DZ_CODE,UR2FOLD,UR3FOLD,UR6FOLD,UR8FOLD
S01011013,1,1,2,2
S01011014,1,1,2,2
S01011015,1,1,2,2
S01011016,1,1,2,2
S01011021,1,1,2,2
S01011022,1,1,2,2
S01011023,1,1,2,2
S01011024,1,1,2,2
S01011025,1,1,2,2
S01011026,1,1,2,2
S01011027,1,1,2,2
S01011028,1,1,2,2
S01011029,1,1,2,2
S01011030,1,1,2,2
S01011031,1,1,2,2
S01011032,1,1,2,2
S01011033,1,1,2,2
S01011034,1,1,2,2
S01011035,1,1,2,2
S01011036,1,1,2,2
S01011037,1,1,2,2
S01011038,1,1,2,2
S01011039,1,1,2,2
S01011040,1,1,2,2
S01011041,1,1,2,2
S01011042,1,1,2,2
S01011043,1,1,2,2
S01011044,1,1,2,2
S01011092,1,1,2,2
S01011094,1,1,2,2
S01011096,1,1,2,2
S01011101,1,1,2,2
S01011102,1,1,2,2
S01011103,1,1,2,2
S01011104,1,1,2,2
S01011105,1,1,2,2
S01011106,1,1,2,2
S01011107,1,1,2,2
S01011108,1,1,2,2
S01011109,1,1,2,2
S01011110,1,1,2,2
S01011111,1,1,2,2
S01011112,1,1,2,2
S01011113,1,1,2,2
S01011114,1,1,2,2
S01011115,1,1,2,2
S01011116,1,1,2,2
S01011117,1,1,2,2
S01011118,1,1,2,2
S01011119,1,1,2,2
S01011120,1,1,2,2
S01011121,1,1,2,2
S01011122,1,1,2,2
S01011123,1,1,2,2
S01011124,1,1,2,2
S01011125,1,1,2,2
S01011126,1,1,2,2
S01011127,1,1,2,2
S01011128,1,1,2,2
S01011129,1,1,2,2
S01011130,1,1,2,2
S01011153,1,1,2,2
S01011154,1,1,2,2
S01011155,1,1,2,2
S01011156,1,1,2,2
S01011157,1,1,2,2
S01011158,1,1,2,2
S01011159,1,1,2,2
S01011160,1,1,2,2
S01011161,1,1,2,2
S01011162,1,1,2,2
S01011163,1,1,2,2
S01011164,1,1,2,2
S01011165,1,1,2,2
S01011166,1,1,2,2
S01011169,1,1,2,2
S01011183,1,1,2,2
S01011184,1,1,2,2
S01011185,1,1,2,2
S01011186,1,1,2,2
S01011187,1,1,2,2
S01011188,1,1,2,2
S01011189,1,1,2,2
S01011190,1,1,2,2
S01011191,1,1,2,2
S01011192,1,1,2,2
S01011193,1,1,2,2
S01011194,1,1,2,2
S01011195,1,1,2,2
S01011196,1,1,2,2
S01011197,1,1,2,2
S01011198,1,1,2,2
S01011199,1,1,2,2
S01011200,1,1,2,2
S01011201,1,1,2,2
S01011202,1,1,2,2
S01011203,1,1,2,2
S01011204,1,1,2,2
S01011205,1,1,2,2
S01011206,1,1,2,2
S01011207,1,1,2,2
S01011208,1,1,2,2
S01011209,1,1,2,2
S01011210,1,1,2,2
S01011211,1,1,2,2
S01011212,1,1,2,2
S01011213,1,1,2,2
S01011214,1,1,2,2
S01011215,1,1,2,2
S01011216,1,1,2,2
S01011217,1,1,2,2
S01011218,1,1,2,2
S01011219,1,1,2,2
S01011220,1,1,2,2
S01011221,1,1,2,2
S01011222,1,1,2,2
S01011223,1,1,2,2
S01011224,1,1,2,2
S01011225,1,1,2,2
S01011226,1,1,2,2
S01011227,1,1,2,2
S01011228,1,1,2,2
S01011229,1,1,2,2
S01011230,1,1,2,2
S01011231,1,1,2,2
S01011232,1,1,2,2
S01011233,1,1,2,2
S01011234,1,1,2,2
S01011235,1,1,2,2
S01011236,1,1,2,2
S01011237,1,1,2,2
S01011238,1,1,2,2
S01011239,1,1,2,2
S01011240,1,1,2,2
S01011241,1,1,2,2
S01011242,1,1,2,2
S01011243,1,1,2,2
S01011244,1,1,2,2
S01011245,1,1,2,2
S01011246,1,1,2,2
S01011247,1,1,2,2
S01011248,1,1,2,2
S01011249,1,1,2,2
S01011250,1,1,2,2
S01011251,1,1,2,2
S01011252,1,1,2,2
S01011253,1,1,2,2
S01011254,1,1,2,2
S01011255,1,1,2,2
S01011256,1,1,2,2
S01011257,1,1,2,2
S01011258,1,1,2,2
S01011259,1,1,2,2
S01011260,1,1,2,2
S01011261,1,1,2,2
S01011262,1,1,2,2
S01011263,1,1,2,2
S01011264,1,1,2,2
S01011265,1,1,2,2
S01011266,1,1,2,2
S01011267,1,1,2,2
S01011268,1,1,2,2
S01011269,1,1,2,2
S01011270,1,1,2,2
S01011271,1,1,2,2
S01011272,1,1,2,2
S01011273,1,1,2,2
S01011274,1,1,2,2
S01011275,1,1,2,2
S01011276,1,1,2,2
S01011277,1,1,2,2
S01011278,1,1,2,2
S01011279,1,1,2,2
S01011280,1,1,2,2
S01011281,1,1,2,2
S01011282,1,1,2,2
S01011283,1,1,2,2
S01011284,1,1,2,2
S01011285,1,1,2,2
S01011286,1,1,2,2
S01011287,1,1,2,2
S01011288,1,1,2,2
S01011289,1,1,2,2
S01011290,1,1,2,2
S01011291,1,1,2,2
S01011292,1,1,2,2
S01011293,1,1,2,2
S01011294,1,1,2,2
S01011295,1,1,2,2
S01011296,1,1,2,2
S01011297,1,1,2,2
S01011298,1,1,2,2
S01011317,1,1,2,2
S01011318,1,1,2,2
S01011319,1,1,2,2
S01011320,1,1,2,2
S01011321,1,1,2,2
S01011322,1,1,2,2
S01011323,1,1,2,2
S01011324,1,1,2,2
S01011325,1,1,2,2
S01011326,1,1,2,2
S01011329,1,1,2,2
S01011330,1,1,2,2
S01011331,1,1,2,2
S01011332,1,1,2,2
S01011333,1,1,2,2
S01011362,1,1,2,2
S01011363,1,1,2,2
S01011364,1,1,2,2
S01011365,1,1,2,2
S01011366,1,1,2,2
S01011367,1,1,2,2
S01011368,1,1,2,2
S01011369,1,1,2,2
S01011370,1,1,2,2
S01011371,1,1,2,2
S01011372,1,1,2,2
S01011373,1,1,2,2
S01011374,1,1,2,2
S01011375,1,1,2,2
S01011376,1,1,2,2
S01011377,1,1,2,2
S01011378,1,1,2,2
S01011379,1,1,2,2
S01011380,1,1,2,2
S01011381,1,1,2,2
S01011382,1,1,2,2
S01011383,1,1,2,2
S01011384,1,1,2,2
S01011385,1,1,2,2
S01011386,1,1,2,2
S01011387,1,1,2,2
S01011388,1,1,2,2
S01011389,1,1,2,2
S01011390,1,1,2,2
S01011391,1,1,2,2
S01011392,1,1,2,2
S01011393,1,1,2,2
S01011394,1,1,2,2
S01011395,1,1,2,2
S01011396,1,1,2,2
S01011397,1,1,2,2
S01011398,1,1,2,2
S01011399,1,1,2,2
S01011400,1,1,2,2
S01011401,1,1,2,2
S01011402,1,1,2,2
S01011403,1,1,2,2
S01011404,1,1,2,2
S01011405,1,1,2,2
S01011406,1,1,2,2
S01011407,1,1,2,2
S01011408,1,1,2,2
S01011409,1,1,2,2
S01011410,1,1,2,2
S01011411,1,1,2,2
S01011412,1,1,2,2
S01011413,1,1,2,2
S01011414,1,1,2,2
S01011415,1,1,2,2
S01011416,1,1,2,2
S01011417,1,1,2,2
S01011418,1,1,2,2
S01011419,1,1,2,2
S01011420,1,1,2,2
S01011421,1,1,2,2
S01011422,1,1,2,2
S01011423,1,1,2,2
S01011424,1,1,2,2
S01011425,1,1,2,2
S01011451,1,1,2,2
S01011452,1,1,2,2
S01011453,1,1,2,2
S01011454,1,1,2,2
S01011455,1,1,2,2
S01011456,1,1,2,2
S01011457,1,1,2,2
S01011458,1,1,2,2
S01011459,1,1,2,2
S01011460,1,1,2,2
S01011461,1,1,2,2
S01011462,1,1,2,2
S01011463,1,1,2,2
S01011464,1,1,2,2
S01011465,1,1,2,2
S01011466,1,1,2,2
S01011467,1,1,2,2
S01011468,1,1,2,2
S01011469,1,1,2,2
S01011470,1,1,2,2
S01011471,1,1,2,2
S01011472,1,1,2,2
S01011473,1,1,2,2
S01011474,1,1,2,2
S01011475,1,1,2,2
S01011476,1,1,2,2
S01011477,1,1,2,2
S01011478,1,1,2,2
S01011479,1,1,2,2
S01011480,1,1,2,2
S01011481,1,1,2,2
S01011482,1,1,2,2
S01011483,1,1,2,2
S01011484,1,1,2,2
S01011485,1,1,2,2
S01011486,1,1,2,2
S01011487,1,1,2,2
S01011488,1,1,2,2
S01011489,1,1,2,2
S01011490,1,1,2,2
S01011491,1,1,2,2
S01011492,1,1,2,2
S01011493,1,1,2,2
S01011494,1,1,2,2
S01011495,1,1,2,2
S01011496,1,1,2,2
S01011497,1,1,2,2
S01011498,1,1,2,2
S01011499,1,1,2,2
S01011500,1,1,2,2
S01006506,1,1,3,3
S01006507,1,1,3,3
S01006508,1,1,3,3
S01006509,1,1,3,3
S01006510,1,1,3,3
S01006511,1,1,3,3
S01006513,1,1,3,3
S01006514,1,1,3,3
S01006515,1,1,3,3
S01006516,1,1,3,3
S01006732,1,1,3,3
S01006733,1,1,3,3
S01006734,1,1,3,3
S01006735,1,1,3,3
S01006736,1,1,3,3
S01006737,1,1,3,3
S01006801,1,1,3,3
S01006803,1,1,3,3
S01006804,1,1,3,3
S01006805,1,1,3,3
S01006839,1,1,3,3
S01006840,1,1,3,3
S01006841,1,1,3,3
S01006842,1,1,3,3
S01006843,1,1,3,3
S01006844,1,1,3,3
S01006845,1,1,3,3
S01006846,1,1,3,3
S01006847,1,1,3,3
S01006849,1,1,3,3
S01006850,1,1,3,3
S01006851,1,1,3,3
S01006859,1,1,3,3
S01006860,1,1,3,3
S01006861,1,1,3,3
S01006862,1,1,3,3
S01006863,1,1,3,3
S01006864,1,1,3,3
S01006865,1,1,3,3
S01006866,1,1,3,3
S01006867,1,1,3,3
S01006868,1,1,3,3
S01006889,1,1,3,3
S01006890,1,1,3,3
S01006891,1,1,3,3
S01006892,1,1,3,3
S01006893,1,1,3,3
S01006916,1,1,3,3
S01006917,1,1,3,3
S01006918,1,1,3,3
S01006919,1,1,3,3
S01006920,1,1,3,3
S01006921,1,1,3,3
S01006923,1,1,3,3
S01006925,1,1,3,3
S01006926,1,1,3,3
S01006927,1,1,3,3
S01006928,1,1,3,3
S01006985,1,1,3,3
S01006986,1,1,3,3
S01006987,1,1,3,3
S01006988,1,1,3,3
S01006990,1,1,3,3
S01007230,1,1,3,3
S01007231,1,1,3,3
S01007232,1,1,3,3
S01007233,1,1,3,3
S01007234,1,1,3,3
S01007235,1,1,3,3
S01007236,1,1,3,3
S01007237,1,1,3,3
S01007238,1,1,3,3
S01007239,1,1,3,3
S01007271,1,1,3,3
S01007272,1,1,3,3
S01007273,1,1,3,3
S01007274,1,1,3,3
S01007275,1,1,3,3
S01007276,1,1,3,3
S01007277,1,1,3,3
S01007278,1,1,3,3
S01007378,1,1,3,3
S01007379,1,1,3,3
S01007380,1,1,3,3
S01007409,1,1,3,3
S01007410,1,1,3,3
S01007411,1,1,3,3
S01007412,1,1,3,3
S01007413,1,1,3,3
S01007414,1,1,3,3
S01007415,1,1,3,3
S01007416,1,1,3,3
S01007417,1,1,3,3
S01007418,1,1,3,3
S01007419,1,1,3,3
S01007420,1,1,3,3
S01007425,1,1,3,3
S01007426,1,1,3,3
S01007427,1,1,3,3
S01007428,1,1,3,3
S01007429,1,1,3,3
S01007430,1,1,3,3
S01007431,1,1,3,3
S01007433,1,1,3,3
S01007434,1,1,3,3
S01007435,1,1,3,3
S01007436,1,1,3,3
S01007437,1,1,3,3
S01007438,1,1,3,3
S01007439,1,1,3,3
S01007440,1,1,3,3
S01007441,1,1,3,3
S01007442,1,1,3,3
S01007448,1,1,3,3
S01007449,1,1,3,3
S01007450,1,1,3,3
S01007451,1,1,3,3
S01007452,1,1,3,3
S01007539,1,1,3,3
S01007540,1,1,3,3
S01007541,1,1,3,3
S01007542,1,1,3,3
S01007543,1,1,3,3
S01007617,1,1,3,3
S01007618,1,1,3,3
S01007619,1,1,3,3
S01007620,1,1,3,3
S01007621,1,1,3,3
S01007622,1,1,3,3
S01007623,1,1,3,3
S01007624,1,1,3,3
S01007625,1,1,3,3
S01007626,1,1,3,3
S01007635,1,1,3,3
S01007636,1,1,3,3
S01007637,1,1,3,3
S01007638,1,1,3,3
S01007639,1,1,3,3
S01007660,1,1,3,3
S01007661,1,1,3,3
S01007662,1,1,3,3
S01007663,1,1,3,3
S01007664,1,1,3,3
S01007665,1,1,3,3
S01007666,1,1,3,3
S01007667,1,1,3,3
S01007668,1,1,3,3
S01007669,1,1,3,3
S01007670,1,1,3,3
S01007672,1,1,3,3
S01007677,1,1,3,3
S01007678,1,1,3,3
S01007679,1,1,3,3
S01007680,1,1,3,3
S01007888,1,1,3,3
S01007889,1,1,3,3
S01007890,1,1,3,3
S01007891,1,1,3,3
S01007892,1,1,3,3
S01007893,1,1,3,3
S01007894,1,1,3,3
S01007895,1,1,3,3
S01007896,1,1,3,3
S01007929,1,1,3,3
S01007932,1,1,3,3
S01007933,1,1,3,3
S01007934,1,1,3,3
S01007935,1,1,3,3
S01007936,1,1,3,3
S01007937,1,1,3,3
S01007938,1,1,3,3
S01007939,1,1,3,3
S01007940,1,1,3,3
S01007941,1,1,3,3
S01007942,1,1,3,3
S01007943,1,1,3,3
S01007944,1,1,3,3
S01007949,1,1,3,3
S01007950,1,1,3,3
S01007951,1,1,3,3
S01007952,1,1,3,3
S01007953,1,1,3,3
S01007954,1,1,3,3
S01008153,1,1,3,3
S01008154,1,1,3,3
S01008155,1,1,3,3
S01008156,1,1,3,3
S01008157,1,1,3,3
S01008158,1,1,3,3
S01008159,1,1,3,3
S01008160,1,1,3,3
S01008161,1,1,3,3
S01008162,1,1,3,3
S01008210,1,1,3,3
S01008211,1,1,3,3
S01008212,1,1,3,3
S01008213,1,1,3,3
S01008214,1,1,3,3
S01008215,1,1,3,3
S01008216,1,1,3,3
S01008250,1,1,3,3
S01008251,1,1,3,3
S01008252,1,1,3,3
S01008253,1,1,3,3
S01008254,1,1,3,3
S01008255,1,1,3,3
S01008256,1,1,3,3
S01008257,1,1,3,3
S01008258,1,1,3,3
S01008259,1,1,3,3
S01008260,1,1,3,3
S01008261,1,1,3,3
S01008295,1,1,3,3
S01008296,1,1,3,3
S01008297,1,1,3,3
S01008298,1,1,3,3
S01008299,1,1,3,3
S01008300,1,1,3,3
S01008301,1,1,3,3
S01008355,1,1,3,3
S01008356,1,1,3,3
S01008357,1,1,3,3
S01008358,1,1,3,3
S01008359,1,1,3,3
S01008998,1,1,3,3
S01008999,1,1,3,3
S01009000,1,1,3,3
S01009001,1,1,3,3
S01009002,1,1,3,3
S01009003,1,1,3,3
S01009004,1,1,3,3
S01009005,1,1,3,3
S01009006,1,1,3,3
S01009007,1,1,3,3
S01009008,1,1,3,3
S01009009,1,1,3,3
S01009010,1,1,3,3
S01009011,1,1,3,3
S01009012,1,1,3,3
S01009013,1,1,3,3
S01009177,1,1,3,3
S01009178,1,1,3,3
S01009179,1,1,3,3
S01009180,1,1,3,3
S01009269,1,1,3,3
S01009270,1,1,3,3
S01009271,1,1,3,3
S01009272,1,1,3,3
S01009276,1,1,3,3
S01009278,1,1,3,3
S01009279,1,1,3,3
S01009280,1,1,3,3
S01009281,1,1,3,3
S01009282,1,1,3,3
S01009419,1,1,3,3
S01009420,1,1,3,3
S01009421,1,1,3,3
S01009422,1,1,3,3
S01009423,1,1,3,3
S01009424,1,1,3,3
S01009425,1,1,3,3
S01009426,1,1,3,3
S01009427,1,1,3,3
S01009428,1,1,3,3
S01009429,1,1,3,3
S01009430,1,1,3,3
S01009431,1,1,3,3
S01009432,1,1,3,3
S01009433,1,1,3,3
S01009434,1,1,3,3
S01009435,1,1,3,3
S01009436,1,1,3,3
S01009437,1,1,3,3
S01009438,1,1,3,3
S01009439,1,1,3,3
S01009440,1,1,3,3
S01009441,1,1,3,3
S01009442,1,1,3,3
S01009443,1,1,3,3
S01009458,1,1,3,3
S01009459,1,1,3,3
S01009460,1,1,3,3
S01009461,1,1,3,3
S01009462,1,1,3,3
S01009463,1,1,3,3
S01009464,1,1,3,3
S01009465,1,1,3,3
S01009466,1,1,3,3
S01009682,1,1,3,3
S01009683,1,1,3,3
S01009684,1,1,3,3
S01009686,1,1,3,3
S01009687,1,1,3,3
S01009688,1,1,3,3
S01009689,1,1,3,3
S01009690,1,1,3,3
S01009691,1,1,3,3
S01009692,1,1,3,3
S01009693,1,1,3,3
S01009694,1,1,3,3
S01009703,1,1,3,3
S01009704,1,1,3,3
S01009707,1,1,3,3
S01009708,1,1,3,3
S01009709,1,1,3,3
S01009710,1,1,3,3
S01009711,1,1,3,3
S01009737,1,1,3,3
S01009738,1,1,3,3
S01009739,1,1,3,3
S01009740,1,1,3,3
S01009741,1,1,3,3
S01009747,1,1,3,3
S01009748,1,1,3,3
S01009749,1,1,3,3
S01009750,1,1,3,3
S01009751,1,1,3,3
S01009752,1,1,3,3
S01009753,1,1,3,3
S01009754,1,1,3,3
S01009755,1,1,3,3
S01009756,1,1,3,3
S01009757,1,1,3,3
S01010549,1,1,3,3
S01010554,1,1,3,3
S01010555,1,1,3,3
S01010556,1,1,3,3
S01010557,1,1,3,3
S01010558,1,1,3,3
S01010559,1,1,3,3
S01010560,1,1,3,3
S01010561,1,1,3,3
S01010562,1,1,3,3
S01010563,1,1,3,3
S01010564,1,1,3,3
S01010565,1,1,3,3
S01010816,1,1,3,3
S01010817,1,1,3,3
S01010818,1,1,3,3
S01010819,1,1,3,3
S01010820,1,1,3,3
S01010821,1,1,3,3
S01010824,1,1,3,3
S01010825,1,1,3,3
S01010826,1,1,3,3
S01010827,1,1,3,3
S01010828,1,1,3,3
S01010829,1,1,3,3
S01010830,1,1,3,3
S01010831,1,1,3,3
S01010961,1,1,3,3
S01010962,1,1,3,3
S01010963,1,1,3,3
S01010964,1,1,3,3
S01010965,1,1,3,3
S01010966,1,1,3,3
S01010967,1,1,3,3
S01010968,1,1,3,3
S01010969,1,1,3,3
S01010970,1,1,3,3
S01011131,1,1,3,3
S01011132,1,1,3,3
S01011133,1,1,3,3
S01011134,1,1,3,3
S01011135,1,1,3,3
S01011136,1,1,3,3
S01011137,1,1,3,3
S01011138,1,1,3,3
S01011139,1,1,3,3
S01011140,1,1,3,3
S01011141,1,1,3,3
S01011300,1,1,3,3
S01011301,1,1,3,3
S01011302,1,1,3,3
S01011303,1,1,3,3
S01011304,1,1,3,3
S01011305,1,1,3,3
S01011306,1,1,3,3
S01011311,1,1,3,3
S01011312,1,1,3,3
S01011313,1,1,3,3
S01011314,1,1,3,3
S01011315,1,1,3,3
S01011316,1,1,3,3
S01011335,1,1,3,3
S01011336,1,1,3,3
S01011337,1,1,3,3
S01011338,1,1,3,3
S01011339,1,1,3,3
S01011340,1,1,3,3
S01011341,1,1,3,3
S01011342,1,1,3,3
S01011343,1,1,3,3
S01011344,1,1,3,3
S01011345,1,1,3,3
S01011346,1,1,3,3
S01011347,1,1,3,3
S01011348,1,1,3,3
S01011349,1,1,3,3
S01011350,1,1,3,3
S01011351,1,1,3,3
S01011352,1,1,3,3
S01011353,1,1,3,3
S01011354,1,1,3,3
S01011355,1,1,3,3
S01011357,1,1,3,3
S01011358,1,1,3,3
S01011359,1,1,3,3
S01011360,1,1,3,3
S01011361,1,1,3,3
S01011430,1,1,3,3
S01011431,1,1,3,3
S01011432,1,1,3,3
S01011433,1,1,3,3
S01011434,1,1,3,3
S01011435,1,1,3,3
S01011436,1,1,3,3
S01011437,1,1,3,3
S01011438,1,1,3,3
S01011439,1,1,3,3
S01011440,1,1,3,3
S01011441,1,1,3,3
S01011442,1,1,3,3
S01011443,1,1,3,3
S01011447,1,1,3,3
S01011448,1,1,3,3
S01011449,1,1,3,3
S01011450,1,1,3,3
S01007002,1,1,4,4
S01007008,1,1,4,4
S01007009,1,1,4,4
S01007010,1,1,4,4
S01007011,1,1,4,4
S01007012,1,1,4,4
S01007014,1,1,4,4
S01007017,1,1,4,4
S01007018,1,1,4,4
S01007019,1,1,4,4
S01007020,1,1,4,4
S01007021,1,1,4,4
S01007022,1,1,4,4
S01007032,1,1,4,4
S01007033,1,1,4,4
S01007034,1,1,4,4
S01007035,1,1,4,4
S01007036,1,1,4,4
S01007037,1,1,4,4
S01007038,1,1,4,4
S01007039,1,1,4,4
S01007040,1,1,4,4
S01007041,1,1,4,4
S01007513,1,1,4,4
S01007514,1,1,4,4
S01007515,1,1,4,4
S01007516,1,1,4,4
S01007517,1,1,4,4
S01007518,1,1,4,4
S01007525,1,1,4,4
S01007526,1,1,4,4
S01007527,1,1,4,4
S01007528,1,1,4,4
S01007529,1,1,4,4
S01007534,1,1,4,4
S01007535,1,1,4,4
S01007536,1,1,4,4
S01007537,1,1,4,4
S01007909,1,1,4,4
S01007910,1,1,4,4
S01007911,1,1,4,4
S01007912,1,1,4,4
S01007913,1,1,4,4
S01007914,1,1,4,4
S01007915,1,1,4,4
S01007916,1,1,4,4
S01007917,1,1,4,4
S01007918,1,1,4,4
S01007919,1,1,4,4
S01007920,1,1,4,4
S01007921,1,1,4,4
S01007922,1,1,4,4
S01007923,1,1,4,4
S01007924,1,1,4,4
S01008268,1,1,4,4
S01008269,1,1,4,4
S01008270,1,1,4,4
S01008271,1,1,4,4
S01008272,1,1,4,4
S01008273,1,1,4,4
S01008274,1,1,4,4
S01008275,1,1,4,4
S01008276,1,1,4,4
S01008283,1,1,4,4
S01008285,1,1,4,4
S01008286,1,1,4,4
S01008287,1,1,4,4
S01008288,1,1,4,4
S01008289,1,1,4,4
S01008290,1,1,4,4
S01008291,1,1,4,4
S01008292,1,1,4,4
S01008293,1,1,4,4
S01008294,1,1,4,4
S01010536,1,1,4,4
S01010537,1,1,4,4
S01010538,1,1,4,4
S01010539,1,1,4,4
S01010708,1,1,4,4
S01010709,1,1,4,4
S01010710,1,1,4,4
S01010711,1,1,4,4
S01010712,1,1,4,4
S01010713,1,1,4,4
S01010714,1,1,4,4
S01010715,1,1,4,4
S01010716,1,1,4,4
S01010717,1,1,4,4
S01010718,1,1,4,4
S01010732,1,1,4,4
S01010733,1,1,4,4
S01010734,1,1,4,4
S01010735,1,1,4,4
S01010736,1,1,4,4
S01010737,1,1,4,4
S01010738,1,1,4,4
S01010739,1,1,4,4
S01010740,1,1,4,4
S01010741,1,1,4,4
S01010742,1,1,4,4
S01010743,1,1,4,4
S01010744,1,1,4,4
S01010745,1,1,4,4
S01011060,1,1,4,4
S01011061,1,1,4,4
S01011062,1,1,4,4
S01011063,1,1,4,4
S01011064,1,1,4,4
S01011072,1,1,4,4
S01011073,1,1,4,4
S01011074,1,1,4,4
S01011075,1,1,4,4
S01011076,1,1,4,4
S01011077,1,1,4,4
S01011078,1,1,4,4
S01011079,1,1,4,4
S01011080,1,1,4,4
S01011081,1,1,4,4
S01011082,1,1,4,4
S01007289,1,1,4,5
S01007290,1,1,4,5
S01007291,1,1,4,5
S01007292,1,1,4,5
S01007293,1,1,4,5
S01007294,1,1,4,5
S01007295,1,1,4,5
S01007296,1,1,4,5
S01007297,1,1,4,5
S01007298,1,1,4,5
S01007299,1,1,4,5
S01007300,1,1,4,5
S01007333,1,1,4,5
S01007334,1,1,4,5
S01007335,1,1,4,5
S01007336,1,1,4,5
S01007337,1,1,4,5
S01007338,1,1,4,5
S01007339,1,1,4,5
S01007342,1,1,4,5
S01007344,1,1,4,5
S01007345,1,1,4,5
S01007346,1,1,4,5
S01007347,1,1,4,5
S01007348,1,1,4,5
S01007349,1,1,4,5
S01007350,1,1,4,5
S01007359,1,1,4,5
S01007360,1,1,4,5
S01007361,1,1,4,5
S01007362,1,1,4,5
S01007363,1,1,4,5
S01007364,1,1,4,5
S01007365,1,1,4,5
S01007366,1,1,4,5
S01007367,1,1,4,5
S01007368,1,1,4,5
S01007369,1,1,4,5
S01007370,1,1,4,5
S01007371,1,1,4,5
S01007372,1,1,4,5
S01009037,1,1,4,5
S01009038,1,1,4,5
S01009039,1,1,4,5
S01009040,1,1,4,5
S01009041,1,1,4,5
S01009042,1,1,4,5
S01009043,1,1,4,5
S01009044,1,1,4,5
S01009045,1,1,4,5
S01009046,1,1,4,5
S01010752,1,1,4,5
S01010753,1,1,4,5
S01010754,1,1,4,5
S01010755,1,1,4,5
S01010756,1,1,4,5
S01010776,1,1,4,5
S01010777,1,1,4,5
S01010778,1,1,4,5
S01010779,1,1,4,5
S01010780,1,1,4,5
S01010781,1,1,4,5
S01010782,1,1,4,5
S01010783,1,1,4,5
S01010784,1,1,4,5
S01010785,1,1,4,5
S01010786,1,1,4,5
S01010799,1,1,4,5
S01010800,1,1,4,5
S01010801,1,1,4,5
S01010802,1,1,4,5
S01010803,1,1,4,5
S01010804,1,1,4,5
S01010805,1,1,4,5
S01010806,1,1,4,5
S01010807,1,1,4,5
S01010808,1,1,4,5
S01010809,1,1,4,5
S01006512,2,2,5,6
S01006802,2,2,5,6
S01006806,2,2,5,6
S01006807,2,2,5,6
S01006808,2,2,5,6
S01006809,2,2,5,6
S01006810,2,2,5,6
S01006811,2,2,5,6
S01006812,2,2,5,6
S01006813,2,2,5,6
S01006814,2,2,5,6
S01006815,2,2,5,6
S01006816,2,2,5,6
S01006817,2,2,5,6
S01006818,2,2,5,6
S01006819,2,2,5,6
S01006820,2,2,5,6
S01006821,2,2,5,6
S01006822,2,2,5,6
S01006848,2,2,5,6
S01006852,2,2,5,6
S01006853,2,2,5,6
S01006854,2,2,5,6
S01006855,2,2,5,6
S01006856,2,2,5,6
S01006857,2,2,5,6
S01006858,2,2,5,6
S01006872,2,2,5,6
S01006873,2,2,5,6
S01006880,2,2,5,6
S01006881,2,2,5,6
S01006886,2,2,5,6
S01006888,2,2,5,6
S01006910,2,2,5,6
S01006912,2,2,5,6
S01006914,2,2,5,6
S01006915,2,2,5,6
S01006922,2,2,5,6
S01006924,2,2,5,6
S01006931,2,2,5,6
S01006934,2,2,5,6
S01006946,2,2,5,6
S01006947,2,2,5,6
S01006948,2,2,5,6
S01006949,2,2,5,6
S01006950,2,2,5,6
S01006951,2,2,5,6
S01006952,2,2,5,6
S01006953,2,2,5,6
S01006954,2,2,5,6
S01006955,2,2,5,6
S01006956,2,2,5,6
S01006957,2,2,5,6
S01006972,2,2,5,6
S01006973,2,2,5,6
S01006974,2,2,5,6
S01006975,2,2,5,6
S01006976,2,2,5,6
S01006977,2,2,5,6
S01006978,2,2,5,6
S01006979,2,2,5,6
S01006980,2,2,5,6
S01006981,2,2,5,6
S01006982,2,2,5,6
S01006983,2,2,5,6
S01006984,2,2,5,6
S01006989,2,2,5,6
S01006991,2,2,5,6
S01006992,2,2,5,6
S01006993,2,2,5,6
S01006994,2,2,5,6
S01006995,2,2,5,6
S01006996,2,2,5,6
S01006997,2,2,5,6
S01006998,2,2,5,6
S01007000,2,2,5,6
S01007001,2,2,5,6
S01007044,2,2,5,6
S01007046,2,2,5,6
S01007047,2,2,5,6
S01007049,2,2,5,6
S01007050,2,2,5,6
S01007051,2,2,5,6
S01007052,2,2,5,6
S01007053,2,2,5,6
S01007054,2,2,5,6
S01007055,2,2,5,6
S01007056,2,2,5,6
S01007057,2,2,5,6
S01007058,2,2,5,6
S01007059,2,2,5,6
S01007060,2,2,5,6
S01007061,2,2,5,6
S01007062,2,2,5,6
S01007063,2,2,5,6
S01007064,2,2,5,6
S01007065,2,2,5,6
S01007066,2,2,5,6
S01007067,2,2,5,6
S01007068,2,2,5,6
S01007069,2,2,5,6
S01007070,2,2,5,6
S01007071,2,2,5,6
S01007095,2,2,5,6
S01007096,2,2,5,6
S01007097,2,2,5,6
S01007099,2,2,5,6
S01007100,2,2,5,6
S01007101,2,2,5,6
S01007102,2,2,5,6
S01007103,2,2,5,6
S01007104,2,2,5,6
S01007105,2,2,5,6
S01007106,2,2,5,6
S01007107,2,2,5,6
S01007108,2,2,5,6
S01007109,2,2,5,6
S01007110,2,2,5,6
S01007111,2,2,5,6
S01007129,2,2,5,6
S01007130,2,2,5,6
S01007131,2,2,5,6
S01007132,2,2,5,6
S01007133,2,2,5,6
S01007134,2,2,5,6
S01007135,2,2,5,6
S01007136,2,2,5,6
